ID;Nr;Messtag;Name;Fahrbahn;Belag;Manoever;Geschwindigkeit;Fahrzeug;Reifen;Reifendruck;Witterung;Stoerung;Mikrofon;Position
265;129;2;Konstantfahrt Stahl nass;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
266;130;2;Konstantfahrt Stahl nass;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
267;130;2;Konstantfahrt Stahl nass;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
268;131;2;Beschleunigungsfahrt nass;Oval;Asphalt;Beschleunigung;0 - 80 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
269;131;2;Beschleunigungsfahrt nass;Oval;Asphalt;Beschleunigung;0 - 80 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
270;132;2;Rollen Getriebeschalter neutral nass;Oval;Asphalt;Rollen;80 - X km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
271;132;2;Rollen Getriebeschalter neutral nass;Oval;Asphalt;Rollen;80 - X km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
272;133;2;Rolen Motor aus nass;Oval;Asphalt;Rollen;80 - X km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
273;133;2;Rolen Motor aus nass;Oval;Asphalt;Rollen;80 - X km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
274;134;2;Teilbremsung Asphalt nass;Oval;Asphalt;Teillastbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
275;134;2;Teilbremsung Asphalt nass;Oval;Asphalt;Teillastbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
276;135;2;Teilbremsung Blaubasalt nass;Oval;Blaubasalt;Teillastbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
277;135;2;Teilbremsung Blaubasalt nass;Oval;Blaubasalt;Teillastbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
278;136;2;Vollbremsung Asphalt nass;Oval;Asphalt;Vollbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
279;136;2;Vollbremsung Asphalt nass;Oval;Asphalt;Vollbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
280;137;2;Vollbremsung Blaubasalt nass;Oval;Blaubasalt;Vollbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
281;137;2;Vollbremsung Blaubasalt nass;Oval;Blaubasalt;Vollbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
282;138;2;Teilbremsung Beton nass;Oval;Beton;Teillastbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
283;138;2;Teilbremsung Beton nass;Oval;Beton;Teillastbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
284;139;2;Vollbremsung Beton nass;Oval;Beton;Vollbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
285;139;2;Vollbremsung Beton nass;Oval;Beton;Vollbremsung;80 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
286;140;2;Vollbremsung Stahl nass;Oval;Stahlbahn;Vollbremsung;40 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
287;140;2;Vollbremsung Stahl nass;Oval;Stahlbahn;Vollbremsung;40 - 0 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
288;141;2;Kurvenfahrt ESC-Kreisel nass;ESC-Kreisel;Asphalt;Konstantfahrt;30 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
289;141;2;Kurvenfahrt ESC-Kreisel nass;ESC-Kreisel;Asphalt;Konstantfahrt;30 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
290;142;2;Kurvenfahrt ESC-Kreisel nass;ESC-Kreisel;Asphalt;Konstantfahrt;50 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
291;142;2;Kurvenfahrt ESC-Kreisel nass;ESC-Kreisel;Asphalt;Konstantfahrt;50 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
292;143;2;Kurvenfahrt ESC-Kreisel nass;ESC-Kreisel;Blaubasalt;Konstantfahrt;30 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
293;143;2;Kurvenfahrt ESC-Kreisel nass;ESC-Kreisel;Blaubasalt;Konstantfahrt;30 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
294;144;2;Kurvenfahrt ESC-Kreisel nass;ESC-Kreisel;Blaubasalt;Konstantfahrt;50 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
295;144;2;Kurvenfahrt ESC-Kreisel nass;ESC-Kreisel;Blaubasalt;Konstantfahrt;50 km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
296;145;2;Freie Fahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;x km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
297;145;2;Freie Fahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;x km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
298;146;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;XYZ;8 bar;nass;keine;PCB - Kein;1
299;146;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;XYZ;8 bar;nass;keine;PCB - Kein;2
300;147;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;XYZ;8 bar;nass;keine;PCB - Kein;1
301;147;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;XYZ;8 bar;nass;keine;PCB - Kein;2
302;148;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;40 km/h;W75;XYZ;8 bar;nass;keine;PCB - Kein;1
303;148;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;40 km/h;W75;XYZ;8 bar;nass;keine;PCB - Kein;2
304;149;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;30 km/h;W75;XYZ;8 bar;nass;keine;PCB - Kein;1
305;149;2;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;30 km/h;W75;XYZ;8 bar;nass;keine;PCB - Kein;2
306;150;2;Freie Fahrt mit Fremdkoerper im Reifen;Fahrdynamikflaeche;Asphalt;Konstantfahrt;x km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
307;150;2;Freie Fahrt mit Fremdkoerper im Reifen;Fahrdynamikflaeche;Asphalt;Konstantfahrt;x km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
308;150;2;Freie Fahrt mit Fremdkoerper im Reifen;Fahrdynamikflaeche;Asphalt;Konstantfahrt;x km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;1
309;150;2;Freie Fahrt mit Fremdkoerper im Reifen;Fahrdynamikflaeche;Asphalt;Konstantfahrt;x km/h;W75;Michelin;8 bar;nass;keine;PCB - Kein;2
310;151;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Michelin;9 bar;nass;keine;PCB - Kein;1
311;151;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Michelin;9 bar;nass;keine;PCB - Kein;2
312;152;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Michelin;9 bar;nass;keine;PCB - Kein;1
313;152;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Michelin;9 bar;nass;keine;PCB - Kein;2
314;153;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Michelin;9 bar;nass;keine;PCB - Kein;1
315;153;2;Reifendruck hoch;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Michelin;9 bar;nass;keine;PCB - Kein;2
316;154;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Michelin;6 bar;nass;keine;PCB - Kein;1
317;154;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Michelin;6 bar;nass;keine;PCB - Kein;2
318;155;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Michelin;6 bar;nass;keine;PCB - Kein;1
319;155;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Michelin;6 bar;nass;keine;PCB - Kein;2
320;156;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Michelin;6 bar;nass;keine;PCB - Kein;1
321;156;2;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Michelin;6 bar;nass;keine;PCB - Kein;2
322;157;3;Stillstand Motor aus;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
323;157;3;Stillstand Motor aus;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
324;158;3;Stillstand Leerlauf;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
325;158;3;Stillstand Leerlauf;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
326;159;3;Stillstand Drehzahlerhoehung;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;CAN aus;PCB - Puschel;1
327;159;3;Stillstand Drehzahlerhoehung;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;CAN aus;PCB - Puschel;2
328;160;3;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
329;160;3;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
330;161;3;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
331;161;3;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
332;162;3;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
333;162;3;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
334;163;3;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
335;163;3;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
336;164;3;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
337;164;3;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
338;165;3;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
339;165;3;Konstantfahrt Beton trocken;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
340;166;3;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
341;166;3;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
342;167;3;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
343;167;3;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
344;168;3;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
345;168;3;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
346;169;3;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
347;169;3;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
348;170;3;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
349;170;3;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
350;171;3;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
351;171;3;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
352;172;3;Beschleunigungsfahrt trocken;Oval;Asphalt;Beschleunigung;0 - 80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
353;172;3;Beschleunigungsfahrt trocken;Oval;Asphalt;Beschleunigung;0 - 80 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
354;173;3;Rollen trocken;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
355;173;3;Rollen trocken;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
356;174;3;Motor aus trocken;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
357;174;3;Motor aus trocken;Oval;Asphalt;Rollen;80 - X km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
358;175;3;Teilbremsung Asphalt trocken;Oval;Asphalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
359;175;3;Teilbremsung Asphalt trocken;Oval;Asphalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
360;176;3;Teilbremsung Blaubasalt trocken;Oval;Blaubasalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
361;176;3;Teilbremsung Blaubasalt trocken;Oval;Blaubasalt;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
362;177;3;Teilbremsung Stahl trocken;Oval;Stahlbahn;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
363;177;3;Teilbremsung Stahl trocken;Oval;Stahlbahn;Teillastbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
364;178;3;Vollbremsung Asphalt trocken;Oval;Asphalt;Vollbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
365;178;3;Vollbremsung Asphalt trocken;Oval;Asphalt;Vollbremsung;80 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
366;179;3;Vollbremsung Blaubasalt trocken;Oval;Blaubasalt;Vollbremsung;50 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
367;179;3;Vollbremsung Blaubasalt trocken;Oval;Blaubasalt;Vollbremsung;50 - 0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
368;180;3;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
369;180;3;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
370;181;3;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
371;181;3;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
372;182;3;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
373;182;3;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
374;183;3;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
375;183;3;Kurvenfahrt ESC-Kreisel trocken;ESC-Kreisel;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
376;184;3;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
377;184;3;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
378;185;3;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
379;185;3;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
380;186;3;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;40 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
381;186;3;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;40 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
382;187;3;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;1
383;187;3;Kurvenfahrt Fahrdynamikflaeche;Fahrdynamikflaeche;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Puschel;2
384;188;3;Stillstand Motor aus;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kondom;1
385;188;3;Stillstand Motor aus;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kondom;2
386;189;3;Stillstand Leerlauf;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kondom;1
387;189;3;Stillstand Leerlauf;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kondom;2
388;190;3;Stillstand Drehzahlerhoehung;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kondom;1
389;190;3;Stillstand Drehzahlerhoehung;Oval;Asphalt;Stillstand;0 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kondom;2
390;191;3;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kondom;1
391;191;3;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kondom;2
392;192;3;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kondom;1
393;192;3;Konstantfahrt Asphalt trocken;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear;8 bar;trocken;keine;PCB - Kondom;2
